itemid,label,fluid,category,count,min,max,linksto,param_type,unitname
223253,Magnetic Resonance Imaging,,5-Imaging,6088,1,1,procedureevents,Processes,None
223257,Insulin - 70/30,,Medications,756,0,100,inputevents,Solution,units
223258,Insulin - Regular,,Medications,284527,0,2316.6665782928467,inputevents,Solution,units
223259,Insulin - NPH,,Medications,7080,0,180,inputevents,Solution,units
223260,Insulin - Glargine,,Medications,30134,0,180,inputevents,Solution,units
223261,Insulin - Humalog 75/25,,Medications,345,0,100,inputevents,Solution,units
223262,Insulin - Humalog,,Medications,84113,0,223,inputevents,Solution,units
223679,TCO2 (calc) Venous,,Labs,35,0,6,chartevents,Numeric,None
223679,TCO2 (calc) Venous,,Labs,47294,0,999999,chartevents,Numeric,None
223751,Non-Invasive Blood Pressure Alarm - High,,Alarms,477727,0,99,chartevents,Numeric,mmHg
223752,Non-Invasive Blood Pressure Alarm - Low,,Alarms,477951,0,990,chartevents,Numeric,mmHg
223753,Riker-SAS Scale,,Pain/Sedation,275703,Agitated,Very Sedated,chartevents,Text,
223754,Risk for Falls,,Neurological,145982,No,Yes,chartevents,Text,
223758,Code Status,,General,71141,Comfort measures only,Full code,chartevents,Text,
223759,Precautions: Standard +,,General,20233,Airborne/Respiratory,Varicella/Chicken pox,chartevents,Text,
223760,Health Care Proxy,,General,19255,Deferred,Yes - Copy of signed proxy form in medical record,chartevents,Text,
223761,Temperature Fahrenheit,,Routine Vital Signs,1515962,0,99.99,chartevents,Numeric,°F
223762,Temperature Celsius,,Routine Vital Signs,264628,0,99.9,chartevents,Numeric,°C
223763,Bladder Pressure,,Routine Vital Signs,8008,0,99,chartevents,Numeric,mmHg
223764,Orthostatic HR lying,,Routine Vital Signs,490,100,99,chartevents,Numeric,bpm
223765,Orthostatic HR sitting,,Routine Vital Signs,526,100,99,chartevents,Numeric,bpm
223766,Orthostatic BPs standing,,Routine Vital Signs,508,100,99,chartevents,Numeric,mmHg
223767,Intra Cranial Pressure Alarm - High,,Alarms,13977,0,90,chartevents,Numeric,mmHg
223768,Intra Cranial Pressure Alarm - Low,,Alarms,14100,0,9,chartevents,Numeric,mmHg
223769,O2 Saturation Pulseoxymetry Alarm - High,,Alarms,619601,0,99,chartevents,Numeric,%
223770,O2 Saturation Pulseoxymetry Alarm - Low,,Alarms,622764,0,993,chartevents,Numeric,%
223771,PCWP,,Hemodynamics,5972,0,9,chartevents,Numeric,mmHg
223772,SvO2,,Hemodynamics,159559,0,99.9,chartevents,Numeric,%
223773,PA Line cm Mark,,Hemodynamics,47591,0,95,chartevents,Numeric,cm
223775,VAD Beat Rate R,,Hemodynamics,1000,19,64,chartevents,Numeric,bpm
223780,Daily Wake Up Deferred,,Pain/Sedation,203179,Active Isch/Arrth,Unstable Vent Status,chartevents,Text,
223781,Pain Present,,Pain/Sedation,1555736,No,Yes,chartevents,Text,
223782,Pain Type,,Pain/Sedation,817006,Aching,Throbbing,chartevents,Text,
223783,Pain Location,,Pain/Sedation,1253872,Abdominal,Throat,chartevents,Text,
223784,Pain Cause,,Pain/Sedation,901269,Activity,Wound,chartevents,Text,
223791,Pain Level,,Pain/Sedation,946096,Mild ,Worst,chartevents,Text,
223792,Pain Management,,Pain/Sedation,2023663,Backrub,SC Injection,chartevents,Text,
223794,Pain Level Acceptable,,Pain/Sedation,972201,No,Yes,chartevents,Text,
223795,Pain Assessment Method,,Pain/Sedation,1368446,Change in Vitals,Wong-Baker Scale,chartevents,Text,
223796,Untoward Effect,,Pain/Sedation,538630,Constipation,Vomiting,chartevents,Text,
223797,Sensory Level,,Pain/Sedation,7858,Anterior Ankle/Foot,Xiphoid,chartevents,Text,
223800,Epidural Appearance,,Pain/Sedation,17796,Bleeding,WNL,chartevents,Text,
223801,NMB Medication,,Pain/Sedation,20821,Cisatracurium,Vecuronium,chartevents,Text,
223802,Nerve Stimulated,,Pain/Sedation,26588,Left Facial,Right Ulnar,chartevents,Text,
223805,Nausea and Vomiting (CIWA),,Toxicology,35210,"Continuous Nausea, Frequent Vomiting",No N/V,chartevents,Text,
223806,Tremor (CIWA),,Toxicology,35237,Acute Panic State,Not Visible...,chartevents,Text,
223810,Paroxysmal Sweats,,Toxicology,35252,Beads/Forehead,Palms Moist...,chartevents,Text,
223811,Anxiety,,Toxicology,35121,Acute Panic State,No Anxiety,chartevents,Text,
223814,Auditory Disturbance,,Toxicology,34713,Continuous Hallucinations,Very Mild,chartevents,Text,
223817,Agitation,,Toxicology,35109,Moderate Rigidity/restlessness,Paces or Thrashes,chartevents,Text,
223818,Tactile Disturbances,,Toxicology,34715,Continuous Hallucinations,Very Mild,chartevents,Text,
223819,Visual Disturbances,,Toxicology,34688,Continuous Hallucinations,Very Mild,chartevents,Text,
223820,Headache,,Toxicology,34718,Extremely Severe,Very Severe,chartevents,Text,
223821,Orient/Clouding Sensory,,Toxicology,34256,Cannot do additions and is uncertain of date,Oriented and can do serial conditions,chartevents,Text,
223823,Insomnia,,Toxicology,33416,No,Yes,chartevents,Text,
223824,Seizure,,Toxicology,33535,No,Yes,chartevents,Text,
223825,Sustained Nystagmus,,Toxicology,26691,No,Yes,chartevents,Text,
223827,Ataxia,,Toxicology,25060,No,Yes,chartevents,Text,
223828,Slurred Speech,,Toxicology,26702,No,Yes,chartevents,Text,
223829,Drowsiness,,Toxicology,26498,No,Yes,chartevents,Text,
223830,PH (Arterial),,Labs,274,0,7.61,chartevents,Numeric,None
223830,PH (Arterial),,Labs,316629,0,999999,chartevents,Numeric,None
223834,O2 Flow,,Respiratory,580689,0,98,chartevents,Numeric,L/min
223835,Inspired O2 Fraction,,Respiratory,849875,0,99,chartevents,Numeric,None
223836,Airway Type,,Respiratory,33002,Nasal trumpet,Oral,chartevents,Text,
223837,ETT Size (ID),,Respiratory,466523,10mm,Not applicable,chartevents,Text,
223838,ETT Location,,Respiratory,467864,Nasal-L,Stoma,chartevents,Text,
223840,ETT Re-taped,,Respiratory,638,No,Yes,chartevents,Text,
223847,Passey Muir Valve in use,,Respiratory,19196,No,Yes,chartevents,Text,
223848,Ventilator Type,,Respiratory,571964,Avea,Sensor Medic (HFO),chartevents,Text,
223849,Ventilator Mode,,Respiratory,443254,Ambient,VOL/AC,chartevents,Text,
223872,Inspired Gas Temp.,,Respiratory,391587,0,999568,chartevents,Numeric,°C
223873,Paw High,,Respiratory,576621,0,98,chartevents,Numeric,cmH2O
223874,Vti High,,Respiratory,561470,0,990,chartevents,Numeric,mL
223875,Fspn High,,Respiratory,535654,0,99,chartevents,Numeric,insp/min
223876,Apnea Interval,,Respiratory,576892,0,9,chartevents,Numeric,sec
223898,Orientation,,Neurological,487492,Disoriented,Unable to Assess,chartevents,Text,
223900,GCS - Verbal Response,,Neurological,1627786,Confused,Oriented,chartevents,Text,
223901,GCS - Motor Response,,Neurological,1623795,Abnormal extension,Obeys Commands,chartevents,Text,
223902,Speech,,Neurological,466794,Aphasic,Slurred,chartevents,Text,
223903,Communication,,Neurological,139886,Gesturing,Write,chartevents,Text,
223904,Gag Reflex,,Neurological,648290,Absent,Intact,chartevents,Text,
223905,Cough Reflex,,Neurological,656068,Absent,Intact,chartevents,Text,
223907,Pupil Size Right,,Neurological,1204273,2mm,Surgical,chartevents,Text,
223910,Follows Commands,,Neurological,138408,Consistently,No,chartevents,Text,
223911,Spontaneous Movement,,Neurological,447618,None,Purposeful,chartevents,Text,
223916,Response to Stimuli (Type),,Neurological,427207,Nail Bed,Verbal,chartevents,Text,
223917,RU Strength/Movement,,Neurological,392458,Lifts and Holds,Posturing,chartevents,Text,
223918,RL Strength/Movement,,Neurological,391873,Lifts and Holds,Posturing,chartevents,Text,
223919,LU Strength/Movement,,Neurological,392208,Lifts and Holds,Posturing,chartevents,Text,
223920,LL Strength/Movement,,Neurological,391074,Lifts and Holds,Posturing,chartevents,Text,
223921,Neuro Symptoms,,Neurological,53788,Double Vision,Vomiting,chartevents,Text,
223923,Seizure Activity,,Neurological,91097,Focal,Status,chartevents,Text,
223924,RLE Sensation,,Neurological,91697,Absent,Intact,chartevents,Text,
223925,Seizure Duration,,Neurological,4090,1-3 Minutes,Unobserved,chartevents,Text,
223926,Neuro Drain #1 Type,,Neurological,100328,Camino,Ventricular,chartevents,Text,
223930,Neuro Drain #1 Level,,Neurological,82015,0 cm,Not applicable,chartevents,Text,
223931,Neuro Drain #1 Status,,Neurological,139846,Clamped,Transduced,chartevents,Text,
223932,Neuro Drain #1 Drainage,,Neurological,82427,Blood Tinged,Not assessed,chartevents,Text,
223934,Dorsal PedPulse R,,Cardiovascular (Pulses),1027492,Absent,Weak Palpable,chartevents,Text,
223935,PostTib. Pulses R,,Cardiovascular (Pulses),757423,Absent,Weak Palpable,chartevents,Text,
223936,Radial Pulse R,,Cardiovascular (Pulses),514582,Absent,Weak Palpable,chartevents,Text,
223938,Ulnar Pulse R,,Cardiovascular (Pulses),20949,Absent,Weak Palpable,chartevents,Text,
223939,Brachial Pulse R,,Cardiovascular (Pulses),12171,Absent,Weak Palpate,chartevents,Text,
223940,Femoral Pulse R,,Cardiovascular (Pulses),13552,Absent,Weak Palpable,chartevents,Text,
223941,Popliteal Pulse R,,Cardiovascular (Pulses),9394,Absent,Weak Palpable,chartevents,Text,
223942,Graft/Flap Pulse,,Cardiovascular,10106,Absent,Weak PalPable,chartevents,Text,
223943,Dorsal PedPulse L,,Cardiovascular (Pulses),1013331,Absent,Weak Palpable,chartevents,Text,
223944,Brachial Pulse L,,Cardiovascular (Pulses),11686,Absent,Weak Palpate,chartevents,Text,
223945,Femoral Pulse L,,Cardiovascular (Pulses),10806,Absent,Weak Palpable,chartevents,Text,
223946,Popliteal Pulse L,,Cardiovascular (Pulses),8762,Absent,Weak Palpable,chartevents,Text,
223947,PostTib. Pulses L,,Cardiovascular (Pulses),744884,Absent,Weak Palpable,chartevents,Text,
223948,Radial Pulse L,,Cardiovascular (Pulses),505331,Absent,Weak Palpable,chartevents,Text,
223949,Ulnar Pulse L,,Cardiovascular (Pulses),18107,Absent,Weak Palpable,chartevents,Text,
223951,Capillary Refill R,,Cardiovascular (Pulses),643522,Abnormal >3 Seconds,Normal <3 Seconds,chartevents,Text,
223952,Pericardial Drain Status,,Cardiovascular,6705,Clamped,Gravity,chartevents,Text,
223953,Pericardial Drain Drainage,,Cardiovascular,6269,Clear,Straw,chartevents,Text,
223954,Pericardial Drain Site,,Cardiovascular,6806,Ecchymotic,Reddened,chartevents,Text,
223955,Temporary Pacemaker Type,,Cardiovascular (Pacer Data),79317,Epicardial Wires,Transvenous,chartevents,Text,
223956,Temporary Pacemaker Mode,,Cardiovascular (Pacer Data),76830,---,Ventricular Demand,chartevents,Text,
223958,Temporary Venticular Sens Threshold mV,,Cardiovascular (Pacer Data),26669,0,9.5,chartevents,Numeric,mV
223960,Temporary Venticular Stim Threshold mA,,Cardiovascular (Pacer Data),25280,0,9.5,chartevents,Numeric,mA
223961,Temporary Pacemaker Wire Condition,,Cardiovascular (Pacer Data),73307,Attached-Pacer,Wires Discontinued,chartevents,Text,
223962,Temporary Pacemaker Wires Venticular,,Cardiovascular (Pacer Data),69867,0,60,chartevents,Numeric,None
223963,Temporary Pacemaker Wires Ground,,Cardiovascular (Pacer Data),5598,0,9,chartevents,Numeric,None
223966,Transcutaneous Pacer Placement,,Cardiovascular (Pacer Data),4184,Anterior/Posterior,Sternum/Apex,chartevents,Text,
223967,Angio Site # 1,,Cardiovascular,100683,L Brachial,R Radial,chartevents,Text,
223968,Angio Appearance # 1,,Cardiovascular,101961,Clean and Dry,Oozing,chartevents,Text,
223970,Angio Dressing # 1,,Cardiovascular,96451,Ace Wrap,Wet to Dry,chartevents,Text,
223971,Angio Site # 2,,Cardiovascular,25849,L Brachial,R Radial,chartevents,Text,
223972,Angio Appearance # 2,,Cardiovascular,26404,Clean and Dry,Oozing,chartevents,Text,
223973,Angio Dressing # 2,,Cardiovascular,24578,Ace Wrap,Wet to Dry,chartevents,Text,
223976,RUE Color,,Cardiovascular,719104,Ashen,Pink,chartevents,Text,
223979,RLE Color,,Cardiovascular,728705,Ashen,Pink,chartevents,Text,
223982,LUE Color,,Cardiovascular,716176,Ashen,Pink,chartevents,Text,
223983,LLE Color,,Cardiovascular,723029,Ashen,Pink,chartevents,Text,
223985,Respiratory Pattern,,Pulmonary,687340,Apneic,Tachypneic,chartevents,Text,
223986,RUL Lung Sounds,,Pulmonary,1450737,Absent,Tubular,chartevents,Text,
223987,RLL Lung Sounds,,Pulmonary,1473353,Absent,Tubular ,chartevents,Text,
223988,LUL Lung Sounds,,Pulmonary,1448134,Absent,Tubular,chartevents,Text,
223989,LLL Lung Sounds,,Pulmonary,1468210,Absent,Tubular,chartevents,Text,
223990,Respiratory Effort,,Pulmonary,676023,Agonal,Splinting,chartevents,Text,
223991,Cough Effort,,Pulmonary,969682,None,Weak,chartevents,Text,
223992,Cough Type,,Pulmonary,768511,Congested,Productive/Congested,chartevents,Text,
223993,Chest Tube Site # 1,,Pulmonary,113542,Left Anterior,Right Posterior,chartevents,Text,
223994,CT #1 Suction Amount,,Pulmonary,109869,10 cm,H20 seal,chartevents,Text,
223995,CT #1 Fluctuate,,Pulmonary,105642,Negative,Positive,chartevents,Text,
223996,CT #1 Drainage,,Pulmonary,108924,Bilious,Straw,chartevents,Text,
223997,CT #1 Dressing,,Pulmonary,109634,Changed,Reinforced,chartevents,Text,
223998,CT #1 Crepitus,,Pulmonary,96381,Negative,Positive,chartevents,Text,
223999,Oral Cavity,,GI/GU,1187662,Bleeding Gum,Wired,chartevents,Text,
224000,Nares R,,GI/GU,783250,Bleeding,Patent,chartevents,Text,
224001,Diet Type,,GI/GU,1285595,2 GM Sodium Heart Healthy,Tube Feeding,chartevents,Text,
224003,Abdominal Assessment,,GI/GU,1355393,Ascites,Tender,chartevents,Text,
224004,Bowel Sounds,,GI/GU,1079035,Absent,Present,chartevents,Text,
224005,Flatus,,GI/GU,381622,Negative,Positive,chartevents,Text,
224006,Emesis Appearance,,GI/GU,9802,Bilious,Yellow,chartevents,Text,
224007,GI #1 Intub Site,,GI/GU,476451,Abdomen,Right Nare,chartevents,Text,
224009,GI #1 Tube Drainage,,GI/GU,169776,Bilious,Yellow,chartevents,Text,
224010,GI #1 Tube Place Check,,GI/GU,82118,Done,Not Done,chartevents,Text,
224011,Stool Consistency,,GI/GU,243537,Formed,Soft,chartevents,Text,
224012,Stool Management,,GI/GU,175067,Bedpan,Rectal Tube,chartevents,Text,
224013,Stool Guaiac,,GI/GU,29125,Negative,Positive,chartevents,Text,
224015,Urine Source,,GI/GU,1138637,3way Indwelling Catheter,Voids,chartevents,Text,
224016,Urine Color,,GI/GU,963410,Amber,Yellow,chartevents,Text,
224017,GU Catheter Size,,GI/GU,674315,14 French,Not applicable,chartevents,Text,
224019,Bladder Irrigation,,GI/GU,3207,Continous Irrigation,Off/Hold,chartevents,Text,
224023,Support Systems,,Restraint/Support Systems,725374,Children,Spouse,chartevents,Text,
224024,Family Communication,,Restraint/Support Systems,660452,Family Called,Social Service Involved,chartevents,Text,
224025,Spiritual Support,,Restraint/Support Systems,6366,Clergy Declined,Sacrament/Sick,chartevents,Text,
224026,Skin Integrity,,Skin - Assessment,968582,Impaired,Intact,chartevents,Text,
224027,Skin Temperature,,Skin - Assessment,952619,Cold,Warm,chartevents,Text,
224028,Skin Color,,Skin - Assessment,941550,Ashen,Pale,chartevents,Text,
224031,Edema Location,,Skin - Incisions,992516,Ascites,Scrotal ,chartevents,Text,
224032,Impaired Skin Site #1,,Skin - Impairment,282711,Abdominal,Torso,chartevents,Text,
224037,Impaired Skin Cleanse #1,,Skin - Impairment,129063,1/4 Strength Dakin's,Wound Cleanser,chartevents,Text,
224038,Impaired Skin Treatment #1,,Skin - Impairment,204813,Accuzyme (enzymatic debrider),Xeroform,chartevents,Text,
224040,Incision Closure #1,,Skin - Incisions,410003,Approximated,Sutures,chartevents,Text,
224041,Incision Drainage #1,,Skin - Incisions,283100,Brown,Yellow,chartevents,Text,
224042,Incision Dressing #1,,Skin - Incisions,132123,Ace Wrap,Wet to Dry,chartevents,Text,
224043,Incision Cleansing #1,,Skin - Incisions,77186,Betadine,Not applicable ,chartevents,Text,
224044,Incision Packing #1,,Skin - Incisions,29882,1/2 Strength Betadine,Not applicable ,chartevents,Text,
224054,Braden Sensory Perception,,Skin - Assessment,817934,Completely Limited,Very Limited,chartevents,Text,
224055,Braden Moisture,,Skin - Assessment,817434,Consistently Moist,Rarely Moist,chartevents,Text,
224056,Braden Activity,,Skin - Assessment,816965,Bedfast,Walks Occasionally,chartevents,Text,
224057,Braden Mobility,,Skin - Assessment,816956,Completely Immobile,Very Limited,chartevents,Text,
224058,Braden Nutrition,,Skin - Assessment,816601,Adequate,Very Poor,chartevents,Text,
224059,Braden Friction/Shear,,Skin - Assessment,814342,No Apparent Problem,Problem,chartevents,Text,
224061,Reason for Restraint (Behavioral)_V1,,Restraint/Support Systems,292,Acute Confusion/Delirium,Severe Physical Agitation,chartevents,Text,
224062,Less Restrictive Measures (Acute Med/Surgical),,Restraint/Support Systems,5220,Assessed tubes and catheters,Orientation,chartevents,Text,
224063,Restraint Type,,Restraint/Support Systems,2822,Belt Restraint,Soft Limb,chartevents,Text,
224064,Restraint Location_V1,,Restraint/Support Systems,4199,4 Point restraint,Waist Only,chartevents,Text,
224065,Circulation/Skin Integrity,,Restraint/Support Systems,48269,Circulation Adequate,Swelling,chartevents,Text,
224066,Position Change,,Restraint/Support Systems,15171,Done,Not Done,chartevents,Text,
224067,Range of Motion,,Restraint/Support Systems,45318,Done,Not Done,chartevents,Text,
224068,Restraints Evaluated_V1,,Restraint/Support Systems,2649,Behavior Continues,Restraint Reapplied,chartevents,Text,
224069,Side Rails_V1,,Restraint/Support Systems,5086,1 rail up,All rails up,chartevents,Text,
224070,Sitter,,Restraint/Support Systems,1510,At bedside,In Room,chartevents,Text,
224072,Education Learner,,Restraint/Support Systems,483575,Patient,Significant Other/Family,chartevents,Text,
224073,Education Topic,,Restraint/Support Systems,1554925,Activity,Suctioning,chartevents,Text,
224075,Education Readiness,,Restraint/Support Systems,208556,No,Yes,chartevents,Text,
224076,Education Barrier,,Restraint/Support Systems,578880,Altered LOC,Vision Impaired,chartevents,Text,
224077,Education Method,,Restraint/Support Systems,504581,Audio-visual,Handout,chartevents,Text,
224079,Education Response,,Restraint/Support Systems,472763,Does not understand,Understands,chartevents,Text,
224080,Head of Bed,,Treatments,2441517,---,Trendelenberg,chartevents,Text,
224082,Turn,,Treatments,2410497,Back,Turns by Self,chartevents,Text,
224084,Activity,,Treatments,1289452,Ambulate,Dangle,chartevents,Text,
224085,Assistance Device,,Treatments,522637,1 Person Assist,Wheelchair,chartevents,Text,
224086,Activity Tolerance,,Treatments,2315821,Fair,Tolerated Well,chartevents,Text,
224087,Therapeutic Bed,,Treatments,1248921,AtmosAir Mattress,Triadyne,chartevents,Text,
224088,Pressure Reducing Device,,Treatments,1223728,Foam Pad,Waffle Boots,chartevents,Text,
224089,Anti Embolic Device,,Treatments,1527346,Ace wraps ,None,chartevents,Text,
224090,Knee Immobilizer Status,,Treatments,12052,Discontinued,On ,chartevents,Text,
224091,Continuous Pressure Machine Status,,Treatments,612,Discontinued,On,chartevents,Text,
224092,Range of Motion Location,,Treatments,48344,All Extremities,Not Applicable,chartevents,Text,
224093,Position,,Treatments,2276474,Left Side,Swimmers Position - R,chartevents,Text,
224101,Chest PT R/L,,Treatments,30555,Bilateral,Right,chartevents,Text,
224105,Warming Device,,Treatments,98146,Arctic Sun,Therapeutic Bed,chartevents,Text,
224106,Cooling Device,,Treatments,72709,Alsius,None,chartevents,Text,
224109,Cervical Collar Type,,Treatments,67237,Aspen,Stiff Neck,chartevents,Text,
224110,Cervical Collar Status,,Treatments,62382,Discontinued,On,chartevents,Text,
224112,Traction/Immobile #1,,Treatments,390,Back Brace,TLSO Brace,chartevents,Text,
224113,Traction/Immobile Location #1,,Treatments,5747,Chest,Right Leg,chartevents,Text,
224114,PT Splint Location #1,,Treatments,14806,Left Arm,Right Leg,chartevents,Text,
224119,22 Gauge Site Appear,,Access Lines - Peripheral,42297,Bleeding,WNL,chartevents,Text,
224121,22 Gauge Reason Discontinued,,Access Lines - Peripheral,5032,Clotted Off,Treatment Discontinued,chartevents,Text,
224144,Blood Flow (ml/min),,Dialysis,196378,0,90,chartevents,Numeric,ml/min
224145,Heparin Dose (per hour),,Dialysis,105726,0,994,chartevents,Numeric,units
224146,System Integrity,,Dialysis,241835,Active,Reinitiated,chartevents,Text,
224149,Access Pressure,,Dialysis,206268,0,-99,chartevents,Numeric,mmHg
224150,Filter Pressure,,Dialysis,206263,0,99,chartevents,Numeric,mmHg
224151,Effluent Pressure,,Dialysis,206103,0,996,chartevents,Numeric,mmHg
224152,Return Pressure,,Dialysis,206077,0,-99,chartevents,Numeric,mmHg
224153,Replacement Rate,,Dialysis,199530,0,960,chartevents,Numeric,ml/hr
224154,Dialysate Rate,,Dialysis,200611,0,950,chartevents,Numeric,ml/hr
224161,Resp Alarm - High,,Alarms,614038,0,95,chartevents,Numeric,insp/min
224162,Resp Alarm - Low,,Alarms,613796,0,98,chartevents,Numeric,insp/min
224166,Doppler BP,,Routine Vital Signs,527,10,98,chartevents,Numeric,mmHg
224167,Manual Blood Pressure Systolic Left,,Routine Vital Signs,1400,0,99,chartevents,Numeric,mmHg
224168,Parameters Checked,,Alarms,1471381,0,1,chartevents,Checkbox,
